project_id,account_id,provisioned_at,has_auth,has_storage,has_edge_functions,has_pgvector,time_to_first_query_min,compute_hours,db_size_mb,egress_gb,is_pro_upgrade,pro_upgrade_date,monthly_invoice_usd
proj_0267,acct_0267,2026-07-22,True,False,False,False,3.0,232.55,1418.71,84.48,False,,0.0
proj_0268,acct_0268,2026-07-09,True,True,False,False,19.1,231.96,2962.54,49.34,False,,0.0
proj_0269,acct_0269,2026-06-26,True,True,False,True,28.0,11.96,2712.31,63.59,False,,0.0
proj_0270,acct_0270,2026-06-18,False,True,False,False,22.1,51.97,2653.77,23.82,False,,0.0
proj_0271,acct_0271,2026-07-20,False,True,True,True,7.7,422.75,2071.15,89.56,False,,0.0
proj_0272,acct_0272,2026-08-13,True,True,False,False,18.2,31.14,3315.6,13.07,False,,0.0
proj_0273,acct_0273,2026-08-26,False,True,False,False,14.1,116.81,4718.34,13.61,False,,0.0
proj_0274,acct_0274,2026-08-13,True,True,False,False,16.5,482.32,1046.1,30.83,False,,0.0
proj_0275,acct_0275,2026-08-31,True,False,True,False,18.5,107.51,4284.3,14.83,False,,0.0
proj_0276,acct_0276,2026-07-30,True,True,True,False,6.0,476.05,4274.46,55.6,False,,0.0
proj_0277,acct_0277,2026-07-10,True,False,True,True,25.1,491.28,662.27,82.37,False,,0.0
proj_0278,acct_0278,2026-06-30,True,True,False,True,2.9,451.25,2222.72,12.88,False,,0.0
proj_0279,acct_0279,2026-08-29,True,False,True,False,13.6,362.22,2485.67,38.27,False,,0.0
proj_0280,acct_0280,2026-07-21,True,True,True,False,2.0,309.59,1236.47,29.51,False,,0.0
proj_0281,acct_0281,2026-08-31,True,True,True,True,26.7,262.91,3157.46,80.22,False,,0.0
proj_0282,acct_0282,2026-08-07,True,True,False,False,27.5,251.2,1948.02,17.98,False,,0.0
proj_0283,acct_0283,2026-07-16,True,False,True,False,14.7,178.72,2924.1,23.28,False,,0.0
proj_0284,acct_0284,2026-07-13,True,True,False,False,2.6,498.2,1104.86,84.65,False,,0.0
proj_0285,acct_0285,2026-09-18,False,False,True,True,10.2,369.05,1800.33,59.16,False,,0.0
proj_0286,acct_0286,2026-07-12,False,True,False,True,29.7,440.81,2466.21,30.91,False,,0.0
proj_0287,acct_0287,2026-07-24,True,False,True,False,10.6,307.07,4034.16,34.08,False,,0.0
proj_0288,acct_0288,2026-08-01,True,True,False,True,4.2,263.15,1830.8,7.25,False,,0.0
proj_0289,acct_0289,2026-07-30,True,True,True,False,22.2,218.43,3199.94,48.72,False,,0.0
proj_0290,acct_0290,2026-08-21,True,True,True,False,21.0,63.67,3646.87,94.88,False,,0.0
proj_0291,acct_0291,2026-08-20,False,False,False,True,10.2,404.4,3060.79,63.96,True,2026-09-21,91.81
proj_0292,acct_0292,2026-08-22,True,False,True,False,3.6,354.48,3199.12,88.67,False,,0.0
proj_0293,acct_0293,2026-07-02,True,False,True,False,21.9,24.07,2196.72,41.97,False,,0.0
proj_0294,acct_0294,2026-08-19,True,True,False,True,14.9,432.03,3258.34,68.72,False,,0.0
proj_0295,acct_0295,2026-08-05,True,True,True,True,4.0,170.9,4440.78,16.09,True,2026-10-02,489.57
proj_0296,acct_0296,2026-09-17,True,False,False,True,28.3,82.5,4449.87,15.71,True,2026-10-01,487.84
proj_0297,acct_0297,2026-07-02,True,False,False,True,9.2,118.77,257.68,57.18,False,,0.0
proj_0298,acct_0298,2026-07-26,True,True,True,False,19.1,240.16,493.96,20.7,False,,0.0
proj_0299,acct_0299,2026-06-29,True,True,False,False,27.0,132.5,3212.91,38.75,False,,0.0
proj_0300,acct_0300,2026-09-15,True,True,True,False,7.6,134.28,317.58,75.22,False,,0.0
proj_0301,acct_0301,2026-07-28,True,False,False,False,7.6,30.49,1941.66,52.26,False,,0.0
proj_0302,acct_0302,2026-07-11,True,True,True,False,25.8,17.36,2860.39,51.68,False,,0.0
proj_0303,acct_0303,2026-08-24,True,False,True,False,29.2,404.23,639.67,42.34,False,,0.0
proj_0304,acct_0304,2026-07-21,True,False,True,False,10.3,363.55,4038.64,8.7,False,,0.0
proj_0305,acct_0305,2026-07-12,False,True,False,True,21.3,293.79,3910.61,11.25,True,2026-08-18,304.27
proj_0306,acct_0306,2026-08-22,False,True,True,True,16.5,171.93,2060.34,38.3,False,,0.0
proj_0307,acct_0307,2026-09-12,True,True,True,False,21.1,19.39,4448.98,33.15,False,,0.0
proj_0308,acct_0308,2026-07-18,False,False,True,False,9.8,140.17,2463.18,69.62,True,2026-09-12,133.28
proj_0309,acct_0309,2026-08-13,False,True,False,True,13.1,322.78,947.8,21.14,False,,0.0
proj_0310,acct_0310,2026-08-21,True,False,False,False,5.6,155.56,2538.91,13.56,False,,0.0
proj_0311,acct_0311,2026-07-12,True,False,True,True,2.0,25.28,1808.27,19.91,False,,0.0
proj_0312,acct_0312,2026-07-31,True,False,True,True,11.8,297.02,896.14,87.05,False,,0.0
proj_0313,acct_0313,2026-07-18,True,False,True,False,3.6,13.73,257.76,85.38,False,,0.0
proj_0314,acct_0314,2026-09-11,False,False,False,True,12.9,10.03,3903.72,76.76,True,2026-11-09,87.85
proj_0315,acct_0315,2026-08-25,True,True,True,False,9.9,483.51,3217.27,42.38,False,,0.0
proj_0316,acct_0316,2026-07-27,True,True,True,False,19.1,292.24,46.66,99.94,False,,0.0
proj_0317,acct_0317,2026-07-04,True,True,True,False,15.0,168.14,1389.65,32.51,False,,0.0
proj_0318,acct_0318,2026-08-14,True,True,True,True,25.9,405.01,2026.45,31.96,True,2026-08-16,336.32
proj_0319,acct_0319,2026-08-10,True,True,True,True,21.5,286.02,957.68,72.65,False,,0.0
proj_0320,acct_0320,2026-07-07,False,False,False,False,25.4,438.25,913.87,9.76,True,2026-07-24,369.46
proj_0321,acct_0321,2026-08-19,False,False,False,True,7.5,435.72,2108.16,88.68,False,,0.0
proj_0322,acct_0322,2026-07-02,True,True,True,False,17.8,310.33,2366.38,19.45,True,2026-08-15,206.29
proj_0323,acct_0323,2026-08-31,True,False,True,False,10.9,493.6,4465.3,98.66,True,2026-10-26,364.94
proj_0324,acct_0324,2026-07-19,True,False,True,False,1.1,136.76,3808.35,16.86,False,,0.0
proj_0325,acct_0325,2026-09-14,True,False,True,False,13.5,214.51,2392.23,0.47,False,,0.0
proj_0326,acct_0326,2026-09-07,False,False,False,False,1.5,2.06,3670.68,22.63,False,,0.0
proj_0327,acct_0327,2026-07-10,True,True,False,True,24.9,149.1,1461.23,72.78,False,,0.0
proj_0328,acct_0328,2026-07-23,True,False,True,False,15.2,375.06,832.77,90.69,False,,0.0
proj_0329,acct_0329,2026-08-24,True,False,True,False,18.1,84.49,1839.29,65.05,True,2026-10-20,329.15
proj_0330,acct_0330,2026-08-06,True,True,True,False,2.4,57.89,2227.13,12.36,False,,0.0
proj_0331,acct_0331,2026-07-22,True,False,True,False,3.9,260.15,3117.76,70.07,False,,0.0
proj_0332,acct_0332,2026-07-19,True,False,True,False,15.4,304.5,3892.01,83.15,False,,0.0
proj_0333,acct_0333,2026-07-10,True,True,True,False,7.0,466.56,1659.71,0.27,False,,0.0
proj_0334,acct_0334,2026-09-14,False,False,True,True,15.8,361.78,515.44,25.59,False,,0.0
proj_0335,acct_0335,2026-06-30,True,True,False,False,25.7,180.11,3387.06,42.6,True,2026-08-24,385.15
proj_0336,acct_0336,2026-07-13,True,True,False,False,26.9,477.54,1348.86,73.31,False,,0.0
proj_0337,acct_0337,2026-08-31,True,True,False,True,12.2,425.34,4001.5,64.88,False,,0.0
proj_0338,acct_0338,2026-07-25,True,False,False,False,4.0,455.61,2418.55,56.89,False,,0.0
proj_0339,acct_0339,2026-07-28,True,False,False,False,22.1,445.88,2420.57,48.81,False,,0.0
proj_0340,acct_0340,2026-08-20,True,True,True,False,20.7,383.76,2887.48,56.5,False,,0.0
proj_0341,acct_0341,2026-09-19,True,False,False,False,22.1,240.96,3321.92,64.14,True,2026-11-11,290.21
proj_0342,acct_0342,2026-06-28,True,False,False,False,15.4,82.7,3759.64,32.06,False,,0.0
proj_0343,acct_0343,2026-08-30,True,True,False,False,7.8,229.55,4008.29,44.81,False,,0.0
proj_0344,acct_0344,2026-09-17,True,False,False,True,12.7,17.92,2750.0,82.59,False,,0.0
proj_0345,acct_0345,2026-07-13,False,True,False,False,10.9,412.66,4084.78,84.43,False,,0.0
proj_0346,acct_0346,2026-09-11,True,True,False,True,20.1,1.1,1782.14,63.37,False,,0.0
proj_0347,acct_0347,2026-07-02,True,True,True,True,21.8,360.78,543.74,61.09,False,,0.0
proj_0348,acct_0348,2026-06-27,True,False,True,False,23.0,23.25,3169.87,67.21,True,2026-08-24,238.99
proj_0349,acct_0349,2026-06-24,False,True,False,False,13.6,292.56,4622.61,78.11,False,,0.0
proj_0350,acct_0350,2026-08-05,True,True,True,False,26.6,252.06,1929.47,97.95,False,,0.0
proj_0351,acct_0351,2026-09-15,True,False,False,False,4.9,206.37,3503.07,74.84,False,,0.0
proj_0352,acct_0352,2026-09-04,True,False,False,True,19.1,145.29,1733.01,67.24,False,,0.0
proj_0353,acct_0353,2026-09-11,True,False,True,True,11.2,240.18,2857.48,66.72,False,,0.0
proj_0354,acct_0354,2026-07-15,False,True,True,True,12.0,26.53,292.46,26.7,False,,0.0
proj_0355,acct_0355,2026-07-25,True,True,True,False,6.9,270.59,1799.83,45.26,False,,0.0
proj_0356,acct_0356,2026-09-17,True,True,True,False,24.2,143.82,3325.82,92.65,False,,0.0
proj_0357,acct_0357,2026-08-19,False,True,False,True,26.2,430.22,2220.89,22.55,False,,0.0
proj_0358,acct_0358,2026-09-16,True,True,False,False,29.0,147.09,895.36,68.27,False,,0.0
proj_0359,acct_0359,2026-07-28,True,True,True,True,8.7,80.46,4231.61,0.56,False,,0.0
proj_0360,acct_0360,2026-07-05,True,False,False,False,19.1,421.57,1512.76,78.99,False,,0.0
proj_0361,acct_0361,2026-06-22,True,True,True,True,3.0,252.57,2085.5,53.7,True,2026-07-07,444.61
proj_0362,acct_0362,2026-09-01,True,True,False,False,14.8,280.67,3763.15,64.93,True,2026-09-24,236.69
proj_0363,acct_0363,2026-07-30,False,False,True,False,28.4,192.94,2705.78,28.28,False,,0.0
proj_0364,acct_0364,2026-09-04,True,True,False,True,19.9,160.16,420.9,9.6,False,,0.0
proj_0365,acct_0365,2026-08-14,True,True,False,True,20.9,417.83,1035.84,82.87,False,,0.0
proj_0366,acct_0366,2026-07-10,True,False,False,True,14.3,165.86,446.73,5.43,False,,0.0
proj_0367,acct_0367,2026-07-04,True,True,True,False,19.3,216.51,94.29,67.33,False,,0.0
proj_0368,acct_0368,2026-07-30,True,True,False,True,27.9,53.07,3936.59,30.14,True,2026-09-17,465.18
proj_0369,acct_0369,2026-07-04,True,False,False,False,5.0,195.5,3989.45,54.57,False,,0.0
proj_0370,acct_0370,2026-07-06,True,False,False,False,19.8,478.7,65.64,87.48,True,2026-07-09,27.39
proj_0371,acct_0371,2026-09-07,True,False,True,False,27.2,171.93,2069.15,64.59,False,,0.0
proj_0372,acct_0372,2026-08-31,True,False,True,True,20.5,283.65,281.4,75.1,False,,0.0
proj_0373,acct_0373,2026-09-16,True,True,False,True,6.7,290.3,4758.18,35.71,False,,0.0
proj_0374,acct_0374,2026-08-23,True,False,False,False,14.1,308.17,1535.32,58.42,False,,0.0
proj_0375,acct_0375,2026-08-23,False,False,True,False,23.8,356.1,3207.78,27.67,False,,0.0
proj_0376,acct_0376,2026-09-19,False,True,True,False,17.0,87.89,3037.07,84.18,False,,0.0
proj_0377,acct_0377,2026-08-18,False,True,False,False,22.1,446.05,4249.44,63.16,False,,0.0
proj_0378,acct_0378,2026-08-03,True,True,True,True,26.9,269.84,3273.0,14.86,False,,0.0
proj_0379,acct_0379,2026-08-26,True,True,True,False,1.3,119.44,4820.36,98.19,False,,0.0
proj_0380,acct_0380,2026-07-05,True,True,False,False,29.1,367.96,2422.68,35.88,False,,0.0
proj_0381,acct_0381,2026-07-01,True,True,True,False,16.0,395.73,1946.58,91.79,False,,0.0
proj_0382,acct_0382,2026-07-19,False,True,False,False,25.1,417.44,1323.95,54.44,False,,0.0
proj_0383,acct_0383,2026-07-18,True,False,False,False,11.9,453.62,2586.7,35.29,False,,0.0
proj_0384,acct_0384,2026-08-27,True,False,True,False,13.8,115.0,2577.56,28.08,False,,0.0
proj_0385,acct_0385,2026-08-23,True,False,True,True,24.5,360.13,2412.77,47.88,False,,0.0
proj_0386,acct_0386,2026-06-26,True,True,True,True,18.2,67.36,2568.09,89.08,True,2026-07-07,147.67
proj_0387,acct_0387,2026-07-26,True,True,False,False,26.5,363.99,4108.3,94.73,False,,0.0
proj_0388,acct_0388,2026-07-12,False,True,False,False,24.0,410.23,917.6,65.96,False,,0.0
proj_0389,acct_0389,2026-06-28,False,True,True,False,4.8,8.28,2618.33,90.93,False,,0.0
proj_0390,acct_0390,2026-08-05,True,True,False,False,26.5,265.71,3764.39,9.32,False,,0.0
proj_0391,acct_0391,2026-08-27,False,False,False,False,11.7,21.72,2653.78,22.95,False,,0.0
proj_0392,acct_0392,2026-07-10,True,False,False,False,17.7,212.74,1280.04,76.59,False,,0.0
proj_0393,acct_0393,2026-08-29,True,False,False,True,21.6,394.71,2894.16,11.78,True,2026-10-10,122.57
proj_0394,acct_0394,2026-08-26,True,True,False,False,8.6,268.05,2827.7,61.19,False,,0.0
proj_0395,acct_0395,2026-08-23,True,True,False,False,11.7,277.46,1276.35,30.67,False,,0.0
proj_0396,acct_0396,2026-08-04,True,False,False,False,14.0,349.66,817.36,21.45,False,,0.0
proj_0397,acct_0397,2026-09-06,False,False,False,True,12.3,317.94,4023.8,82.33,False,,0.0
proj_0398,acct_0398,2026-09-04,True,True,True,False,22.0,465.34,2009.22,65.62,False,,0.0
proj_0399,acct_0399,2026-07-30,False,False,False,False,6.8,328.44,4021.51,28.6,True,2026-09-07,267.51
proj_0400,acct_0400,2026-09-05,True,False,True,False,29.3,43.42,1386.92,39.94,False,,0.0
proj_0401,acct_0401,2026-06-30,True,True,False,True,3.6,142.25,4150.53,91.5,False,,0.0
proj_0402,acct_0402,2026-07-10,True,False,False,False,1.1,87.52,2536.13,55.86,False,,0.0
proj_0403,acct_0403,2026-07-17,False,False,False,False,24.6,287.45,3474.02,96.61,False,,0.0
proj_0404,acct_0404,2026-08-12,True,False,False,False,18.0,13.68,590.18,6.76,False,,0.0
proj_0405,acct_0405,2026-06-28,True,True,True,False,16.0,4.86,4162.56,24.83,True,2026-08-11,380.67
proj_0406,acct_0406,2026-09-15,True,False,False,False,26.9,134.54,4736.12,68.31,False,,0.0
proj_0407,acct_0407,2026-08-22,True,True,True,True,7.6,417.47,4183.31,35.6,False,,0.0
proj_0408,acct_0408,2026-09-05,False,False,False,False,23.2,270.74,220.89,48.23,False,,0.0
proj_0409,acct_0409,2026-09-04,False,False,False,True,6.3,382.13,2560.56,39.79,False,,0.0
proj_0410,acct_0410,2026-07-26,True,False,False,False,15.6,196.86,3434.83,17.48,False,,0.0
proj_0411,acct_0411,2026-09-04,True,True,False,False,3.9,180.8,4310.59,18.72,False,,0.0
proj_0412,acct_0412,2026-08-11,True,False,True,False,7.1,350.36,1867.83,85.43,False,,0.0
proj_0413,acct_0413,2026-06-30,True,False,False,False,21.9,402.04,2781.15,85.63,False,,0.0
proj_0414,acct_0414,2026-07-17,True,True,False,True,26.9,315.33,2674.57,31.57,False,,0.0
proj_0415,acct_0415,2026-07-09,True,True,True,False,2.7,406.91,2387.93,62.99,False,,0.0
proj_0416,acct_0416,2026-07-24,True,True,False,False,11.0,205.88,1761.94,67.96,False,,0.0
proj_0417,acct_0417,2026-06-26,False,True,True,False,23.5,223.47,401.25,61.37,False,,0.0
proj_0418,acct_0418,2026-07-02,False,False,False,False,18.8,202.39,4536.29,7.91,False,,0.0
proj_0419,acct_0419,2026-08-14,True,True,True,False,8.9,222.45,4315.4,36.32,False,,0.0
proj_0420,acct_0420,2026-08-05,True,True,True,False,20.2,470.22,3506.48,8.01,False,,0.0
proj_0421,acct_0421,2026-09-10,True,False,False,True,23.4,261.99,4980.11,10.39,False,,0.0
proj_0422,acct_0422,2026-07-11,True,False,True,True,9.2,313.24,665.07,83.85,True,2026-08-23,194.5
proj_0423,acct_0423,2026-08-12,False,True,False,False,16.9,67.56,4742.95,53.93,False,,0.0
proj_0424,acct_0424,2026-06-29,True,False,False,False,19.5,154.83,1742.37,53.97,False,,0.0
proj_0425,acct_0425,2026-08-06,True,True,True,True,16.2,379.15,690.14,28.68,False,,0.0
proj_0426,acct_0426,2026-07-12,False,True,True,False,9.5,115.61,46.02,37.36,False,,0.0
proj_0427,acct_0427,2026-08-05,True,True,False,False,12.0,131.49,2116.97,23.96,False,,0.0
proj_0428,acct_0428,2026-06-23,True,False,False,False,25.8,91.2,1455.08,63.69,False,,0.0
proj_0429,acct_0429,2026-07-14,True,True,True,True,29.1,11.07,4861.94,28.21,True,2026-08-12,370.38
proj_0430,acct_0430,2026-07-02,True,True,True,False,23.8,249.2,1863.27,69.69,True,2026-07-08,425.68
proj_0431,acct_0431,2026-08-20,True,False,True,False,6.6,420.77,4088.08,82.83,True,2026-10-09,364.47
proj_0432,acct_0432,2026-07-24,True,True,False,True,14.4,385.5,2610.48,98.21,False,,0.0
proj_0433,acct_0433,2026-09-04,False,True,False,False,16.9,61.07,2411.34,29.88,False,,0.0
proj_0434,acct_0434,2026-09-14,False,True,True,False,10.4,83.68,1387.74,11.96,False,,0.0
proj_0435,acct_0435,2026-07-27,False,True,False,False,5.5,385.4,1251.12,49.99,False,,0.0
proj_0436,acct_0436,2026-09-19,False,False,False,True,19.7,350.66,3959.42,12.58,False,,0.0
proj_0437,acct_0437,2026-07-21,False,True,True,False,11.4,67.37,4494.33,48.53,False,,0.0
proj_0438,acct_0438,2026-08-14,True,True,False,False,10.4,234.2,4339.63,59.87,False,,0.0
proj_0439,acct_0439,2026-07-21,True,True,True,True,11.6,0.36,3193.75,37.9,False,,0.0
proj_0440,acct_0440,2026-06-27,True,True,False,False,2.8,483.58,4097.06,18.99,False,,0.0
proj_0441,acct_0441,2026-09-01,True,True,False,True,16.2,33.34,4177.61,12.98,False,,0.0
proj_0442,acct_0442,2026-07-05,True,True,True,False,12.3,244.95,3123.61,59.03,True,2026-07-20,312.83
proj_0443,acct_0443,2026-06-26,True,False,False,False,25.1,234.03,3198.19,36.09,False,,0.0
proj_0444,acct_0444,2026-09-04,False,False,True,False,16.3,367.15,4173.94,7.79,False,,0.0
proj_0445,acct_0445,2026-06-21,True,True,True,True,20.0,285.01,4738.04,55.84,False,,0.0
proj_0446,acct_0446,2026-09-01,True,True,False,False,13.4,52.05,3964.38,55.0,False,,0.0
proj_0447,acct_0447,2026-08-28,True,True,False,False,17.0,498.43,4225.82,41.23,False,,0.0
proj_0448,acct_0448,2026-06-27,True,True,True,False,27.9,127.04,4808.64,44.75,False,,0.0
proj_0449,acct_0449,2026-09-08,False,True,False,False,9.8,150.17,1117.21,85.57,True,2026-10-31,473.09
proj_0450,acct_0450,2026-08-18,False,True,False,False,3.7,230.18,788.97,26.5,False,,0.0
proj_0451,acct_0451,2026-09-12,True,False,True,False,27.6,367.13,3620.67,79.29,False,,0.0
proj_0452,acct_0452,2026-08-25,True,True,False,False,3.3,27.96,3856.8,34.79,False,,0.0
proj_0453,acct_0453,2026-08-01,False,True,False,False,25.6,464.33,3173.1,63.22,True,2026-09-04,44.56
proj_0454,acct_0454,2026-07-19,True,False,True,False,29.9,485.52,3766.67,57.53,True,2026-08-16,162.65
proj_0455,acct_0455,2026-07-18,True,True,False,False,16.9,131.28,1998.65,43.45,False,,0.0
proj_0456,acct_0456,2026-09-06,True,True,True,False,17.3,498.54,2626.0,24.23,False,,0.0
proj_0457,acct_0457,2026-09-08,True,False,True,False,13.3,174.15,1610.48,59.39,True,2026-09-28,105.4
proj_0458,acct_0458,2026-07-24,True,False,False,True,2.3,409.09,1006.43,37.38,False,,0.0
proj_0459,acct_0459,2026-06-26,True,True,False,False,26.2,410.07,78.53,69.38,True,2026-07-25,248.82
proj_0460,acct_0460,2026-09-04,True,True,True,False,8.5,241.51,3652.32,14.13,False,,0.0
proj_0461,acct_0461,2026-07-18,True,False,False,True,2.7,100.35,3485.67,27.13,False,,0.0
proj_0462,acct_0462,2026-08-09,True,False,False,False,11.4,53.95,1469.55,88.34,False,,0.0
proj_0463,acct_0463,2026-09-12,True,False,False,False,18.3,44.01,1002.39,96.68,False,,0.0
proj_0464,acct_0464,2026-09-08,True,False,True,False,22.6,9.19,3424.71,35.54,False,,0.0
proj_0465,acct_0465,2026-08-13,False,False,False,False,24.6,14.73,2779.15,28.02,False,,0.0
proj_0466,acct_0466,2026-07-24,True,True,True,False,18.8,312.76,1144.87,24.04,False,,0.0
proj_0467,acct_0467,2026-08-20,False,True,False,True,5.0,270.68,4002.52,86.26,False,,0.0
proj_0468,acct_0468,2026-08-30,True,False,False,False,17.4,79.02,348.39,53.3,False,,0.0
proj_0469,acct_0469,2026-07-16,True,False,False,False,26.5,207.02,2062.15,44.3,False,,0.0
proj_0470,acct_0470,2026-07-03,True,True,True,True,29.6,308.47,3031.97,61.24,False,,0.0
proj_0471,acct_0471,2026-09-15,True,True,False,False,15.6,302.36,3562.98,37.4,False,,0.0
proj_0472,acct_0472,2026-07-19,True,True,True,False,29.1,462.72,4751.49,22.26,False,,0.0
proj_0473,acct_0473,2026-08-02,True,True,False,False,26.1,244.97,1631.23,45.75,False,,0.0
proj_0474,acct_0474,2026-07-09,True,False,False,False,12.4,469.57,2863.95,53.62,False,,0.0
proj_0475,acct_0475,2026-08-07,True,True,False,True,29.9,259.35,1984.1,73.52,False,,0.0
proj_0476,acct_0476,2026-08-05,True,True,False,False,9.3,83.24,1479.15,91.9,False,,0.0
proj_0477,acct_0477,2026-07-23,True,False,True,False,6.2,292.72,4472.7,54.64,False,,0.0
proj_0478,acct_0478,2026-07-05,True,True,False,False,6.9,227.34,1257.91,69.17,False,,0.0
proj_0479,acct_0479,2026-07-30,True,True,True,False,11.5,261.91,1926.6,79.11,False,,0.0
proj_0480,acct_0480,2026-07-08,True,True,False,False,17.4,329.77,758.95,86.88,False,,0.0
proj_0481,acct_0481,2026-07-25,True,True,False,False,19.2,58.78,666.54,20.29,False,,0.0
proj_0482,acct_0482,2026-09-02,True,True,False,False,18.6,246.73,1092.2,65.95,False,,0.0
proj_0483,acct_0483,2026-07-27,True,False,True,False,19.0,278.77,4128.01,4.89,True,2026-09-07,190.78
proj_0484,acct_0484,2026-07-11,False,False,False,True,27.7,24.52,2090.62,17.82,False,,0.0
proj_0485,acct_0485,2026-08-26,False,False,True,True,23.3,161.41,4488.67,82.03,False,,0.0
proj_0486,acct_0486,2026-06-19,True,True,False,True,16.3,262.32,3482.19,61.21,True,2026-08-05,490.19
proj_0487,acct_0487,2026-06-27,True,False,False,False,9.3,304.42,1589.28,52.54,False,,0.0
proj_0488,acct_0488,2026-08-09,False,False,False,False,15.4,403.99,4419.48,23.27,False,,0.0
proj_0489,acct_0489,2026-09-13,True,True,False,True,25.6,399.78,4994.95,41.4,False,,0.0
proj_0490,acct_0490,2026-06-22,True,True,True,False,9.9,253.34,1626.38,0.61,False,,0.0
proj_0491,acct_0491,2026-06-25,True,True,False,False,6.6,416.91,4612.18,47.91,False,,0.0
proj_0492,acct_0492,2026-07-01,True,True,False,False,16.6,167.55,3922.11,41.4,False,,0.0
proj_0493,acct_0493,2026-09-09,True,False,False,True,17.7,165.86,4581.77,79.58,True,2026-09-19,158.22
proj_0494,acct_0494,2026-08-07,True,True,False,True,18.6,93.69,593.05,78.23,False,,0.0
proj_0495,acct_0495,2026-09-03,True,True,True,False,11.8,414.73,1520.12,52.51,False,,0.0
proj_0496,acct_0496,2026-09-14,True,False,False,False,1.7,241.33,2505.27,19.02,False,,0.0
proj_0497,acct_0497,2026-08-31,True,True,False,False,28.2,338.36,672.26,72.46,False,,0.0
proj_0498,acct_0498,2026-06-29,True,False,False,False,3.5,233.44,240.24,52.06,False,,0.0
proj_0499,acct_0499,2026-09-02,True,False,False,True,6.8,143.28,2666.06,77.28,False,,0.0
proj_0500,acct_0500,2026-07-19,True,True,True,False,15.9,103.29,1758.09,31.85,True,2026-09-03,406.9
proj_0501,acct_0501,2026-09-16,True,True,False,False,2.5,14.5,4517.43,5.05,False,,0.0
proj_0502,acct_0502,2026-07-11,True,True,False,False,25.2,349.68,3085.41,31.24,False,,0.0
proj_0503,acct_0503,2026-08-08,False,False,False,True,24.6,459.84,2346.7,45.56,False,,0.0
proj_0504,acct_0504,2026-09-05,True,False,True,False,8.5,181.72,924.93,91.73,False,,0.0
proj_0505,acct_0505,2026-09-19,True,True,False,False,14.4,85.4,3842.03,60.44,True,2026-09-26,217.7
proj_0506,acct_0506,2026-06-25,True,False,False,False,12.6,206.72,3108.17,54.79,False,,0.0
proj_0507,acct_0507,2026-08-06,True,True,False,False,29.4,283.61,1717.58,69.41,False,,0.0
proj_0508,acct_0508,2026-07-30,True,False,False,True,18.3,162.69,497.29,44.52,False,,0.0
proj_0509,acct_0509,2026-08-25,True,True,False,False,12.0,247.15,3304.22,9.05,False,,0.0
proj_0510,acct_0510,2026-08-12,True,False,False,True,18.9,223.58,1036.25,87.74,False,,0.0
proj_0511,acct_0511,2026-09-09,False,False,False,False,29.7,291.36,3061.34,51.04,False,,0.0
proj_0512,acct_0512,2026-07-26,True,False,False,True,17.2,489.35,557.39,28.22,True,2026-08-23,358.56
proj_0513,acct_0513,2026-08-12,True,False,False,False,7.1,86.71,703.95,55.54,False,,0.0
proj_0514,acct_0514,2026-08-01,False,True,False,False,4.9,35.87,88.38,72.13,False,,0.0
proj_0515,acct_0515,2026-07-10,False,True,True,False,25.9,446.79,3480.0,93.03,False,,0.0
proj_0516,acct_0516,2026-07-08,True,True,False,False,6.4,302.29,2893.91,84.68,False,,0.0
proj_0517,acct_0517,2026-09-06,True,True,True,False,17.5,352.44,574.69,48.15,False,,0.0
proj_0518,acct_0518,2026-07-27,True,True,False,False,9.1,258.47,2621.55,61.01,False,,0.0
proj_0519,acct_0519,2026-08-31,True,True,False,False,27.2,267.52,63.81,45.4,False,,0.0
proj_0520,acct_0520,2026-07-10,True,False,False,True,2.0,461.43,3749.63,72.7,False,,0.0
proj_0521,acct_0521,2026-06-26,True,True,False,False,9.5,368.69,146.22,48.48,True,2026-07-01,429.44
proj_0522,acct_0522,2026-08-22,True,False,True,True,22.5,301.91,4551.56,73.9,False,,0.0
proj_0523,acct_0523,2026-09-11,False,True,False,False,24.2,431.01,1720.81,8.44,True,2026-11-10,415.32
proj_0524,acct_0524,2026-07-08,True,True,True,False,22.1,83.64,2893.01,84.18,True,2026-07-25,383.85
proj_0525,acct_0525,2026-07-31,True,True,False,False,28.5,461.23,1175.97,68.35,False,,0.0
proj_0526,acct_0526,2026-08-17,True,False,True,False,14.0,339.25,4809.2,68.29,True,2026-10-15,277.36
proj_0527,acct_0527,2026-07-31,False,True,False,False,10.7,133.54,500.4,65.43,False,,0.0
proj_0528,acct_0528,2026-08-21,True,True,True,False,21.0,89.96,2742.59,67.28,False,,0.0
proj_0529,acct_0529,2026-07-25,True,True,False,False,22.0,125.95,179.87,61.94,True,2026-09-02,336.89
proj_0530,acct_0530,2026-08-08,False,False,False,True,25.8,64.95,3285.41,89.99,False,,0.0
proj_0531,acct_0531,2026-09-03,False,False,True,False,28.1,319.39,4614.25,27.64,False,,0.0
proj_0532,acct_0532,2026-08-21,True,False,True,True,12.3,497.98,1298.61,81.28,False,,0.0
proj_0533,acct_0533,2026-08-10,True,False,False,True,15.3,71.94,3845.85,21.84,False,,0.0
proj_0534,acct_0534,2026-07-27,True,True,True,False,8.3,222.94,4483.6,14.89,False,,0.0
