account_id,signup_date,channel,region,is_holdout,signup_method
acct_0465,2026-08-09,paid_social,EU-Central,False,email
acct_0466,2026-07-18,paid_social,EU-Central,False,github_oauth
acct_0467,2026-08-16,paid_search,LATAM,False,email
acct_0468,2026-08-28,organic_direct,US-West,False,email
acct_0469,2026-07-14,developer_sponsorship,US-East,False,email
acct_0470,2026-06-29,organic_direct,US-West,True,email
acct_0471,2026-09-12,organic_direct,LATAM,True,github_oauth
acct_0472,2026-07-12,organic_direct,LATAM,False,github_oauth
acct_0473,2026-07-30,developer_sponsorship,US-East,False,github_oauth
acct_0474,2026-07-03,community_events,US-West,False,github_oauth
acct_0475,2026-08-07,paid_social,LATAM,False,email
acct_0476,2026-08-05,community_events,LATAM,False,email
acct_0477,2026-07-21,developer_sponsorship,LATAM,False,email
acct_0478,2026-06-30,community_events,EU-Central,False,email
acct_0479,2026-07-28,community_events,US-East,False,github_oauth
acct_0480,2026-07-06,paid_search,EU-Central,False,email
acct_0481,2026-07-25,paid_social,US-West,False,email
acct_0482,2026-08-29,paid_social,APAC-SG,False,email
acct_0483,2026-07-20,community_events,APAC-SG,False,email
acct_0484,2026-07-09,paid_social,LATAM,False,github_oauth
acct_0485,2026-08-24,paid_search,US-East,False,github_oauth
acct_0486,2026-06-18,community_events,US-West,False,github_oauth
acct_0487,2026-06-26,paid_social,US-East,False,email
acct_0488,2026-08-04,paid_search,LATAM,False,email
acct_0489,2026-09-10,community_events,US-East,True,email
acct_0490,2026-06-19,paid_search,LATAM,False,email
acct_0491,2026-06-20,organic_direct,APAC-SG,False,github_oauth
acct_0492,2026-07-01,paid_search,LATAM,False,github_oauth
acct_0493,2026-09-05,organic_direct,EU-Central,False,email
acct_0494,2026-08-07,paid_search,EU-Central,False,email
acct_0495,2026-08-29,paid_social,US-West,False,github_oauth
acct_0496,2026-09-09,paid_search,US-East,False,email
acct_0497,2026-08-27,community_events,US-East,False,github_oauth
acct_0498,2026-06-28,community_events,APAC-SG,False,email
acct_0499,2026-08-29,paid_search,LATAM,False,github_oauth
acct_0500,2026-07-15,organic_direct,APAC-SG,False,github_oauth
acct_0501,2026-09-13,developer_sponsorship,LATAM,False,github_oauth
acct_0502,2026-07-10,developer_sponsorship,US-East,False,github_oauth
acct_0503,2026-08-07,paid_search,EU-Central,False,github_oauth
acct_0504,2026-08-29,community_events,LATAM,False,github_oauth
acct_0505,2026-09-14,paid_search,LATAM,False,email
acct_0506,2026-06-24,paid_search,APAC-SG,False,github_oauth
acct_0507,2026-07-31,organic_direct,LATAM,False,email
acct_0508,2026-07-29,paid_search,EU-Central,False,email
acct_0509,2026-08-19,paid_social,EU-Central,False,email
acct_0510,2026-08-12,paid_social,LATAM,False,github_oauth
acct_0511,2026-09-05,developer_sponsorship,US-West,False,github_oauth
acct_0512,2026-07-22,paid_social,APAC-SG,False,github_oauth
acct_0513,2026-08-06,developer_sponsorship,EU-Central,False,github_oauth
acct_0514,2026-07-27,community_events,EU-Central,False,github_oauth
acct_0515,2026-07-04,paid_search,US-West,False,email
acct_0516,2026-07-01,paid_search,US-East,False,github_oauth
acct_0517,2026-09-02,organic_direct,EU-Central,False,github_oauth
acct_0518,2026-07-25,community_events,APAC-SG,False,github_oauth
acct_0519,2026-08-30,organic_direct,US-West,False,github_oauth
acct_0520,2026-07-05,developer_sponsorship,EU-Central,False,github_oauth
acct_0521,2026-06-26,paid_social,APAC-SG,False,email
acct_0522,2026-08-18,paid_search,EU-Central,False,github_oauth
acct_0523,2026-09-06,community_events,LATAM,False,email
acct_0524,2026-07-01,paid_social,EU-Central,True,email
acct_0525,2026-07-30,organic_direct,APAC-SG,False,email
acct_0526,2026-08-13,developer_sponsorship,APAC-SG,False,github_oauth
acct_0527,2026-07-26,developer_sponsorship,LATAM,False,github_oauth
acct_0528,2026-08-18,developer_sponsorship,US-West,False,email
acct_0529,2026-07-25,community_events,LATAM,False,email
acct_0530,2026-08-05,developer_sponsorship,APAC-SG,False,github_oauth
acct_0531,2026-09-01,organic_direct,US-West,False,github_oauth
acct_0532,2026-08-16,paid_social,APAC-SG,False,github_oauth
acct_0533,2026-08-09,community_events,US-West,False,github_oauth
acct_0534,2026-07-20,paid_social,APAC-SG,False,github_oauth
acct_0535,2026-08-14,organic_direct,APAC-SG,False,email
acct_0536,2026-08-26,paid_search,EU-Central,False,github_oauth
acct_0537,2026-07-01,paid_social,EU-Central,False,github_oauth
acct_0538,2026-08-29,community_events,EU-Central,False,email
acct_0539,2026-07-01,paid_search,US-East,False,github_oauth
acct_0540,2026-08-14,developer_sponsorship,APAC-SG,False,github_oauth
acct_0541,2026-08-01,paid_search,APAC-SG,False,email
acct_0542,2026-06-28,paid_search,US-West,False,email
acct_0543,2026-08-15,paid_social,LATAM,False,email
acct_0544,2026-06-30,community_events,APAC-SG,False,email
acct_0545,2026-06-23,paid_search,US-East,False,github_oauth
acct_0546,2026-09-12,paid_social,US-West,False,github_oauth
acct_0547,2026-07-30,organic_direct,APAC-SG,False,github_oauth
acct_0548,2026-08-08,paid_social,US-West,False,email
acct_0549,2026-08-07,paid_search,LATAM,False,email
acct_0550,2026-09-01,community_events,APAC-SG,True,github_oauth
acct_0551,2026-07-14,developer_sponsorship,US-East,False,github_oauth
acct_0552,2026-08-03,developer_sponsorship,US-West,False,email
acct_0553,2026-09-11,community_events,LATAM,False,email
acct_0554,2026-09-02,community_events,LATAM,False,github_oauth
acct_0555,2026-08-01,developer_sponsorship,APAC-SG,False,email
acct_0556,2026-09-04,organic_direct,US-East,False,email
acct_0557,2026-07-03,paid_social,EU-Central,False,email
acct_0558,2026-09-14,paid_social,LATAM,False,github_oauth
acct_0559,2026-08-30,community_events,APAC-SG,False,github_oauth
acct_0560,2026-08-28,paid_social,APAC-SG,False,github_oauth
acct_0561,2026-07-28,community_events,LATAM,True,email
acct_0562,2026-06-19,community_events,US-West,False,email
acct_0563,2026-08-28,organic_direct,APAC-SG,False,email
acct_0564,2026-08-10,community_events,APAC-SG,False,github_oauth
acct_0565,2026-07-16,developer_sponsorship,US-East,False,email
acct_0566,2026-07-09,community_events,LATAM,False,email
acct_0567,2026-08-27,organic_direct,US-East,False,email
acct_0568,2026-08-26,developer_sponsorship,LATAM,False,github_oauth
acct_0569,2026-08-13,organic_direct,US-West,False,github_oauth
acct_0570,2026-09-09,paid_social,EU-Central,False,github_oauth
acct_0571,2026-08-14,developer_sponsorship,EU-Central,False,github_oauth
acct_0572,2026-08-13,paid_search,US-West,False,email
acct_0573,2026-09-04,community_events,US-West,False,github_oauth
acct_0574,2026-07-14,paid_search,LATAM,False,email
acct_0575,2026-09-02,organic_direct,US-West,False,email
acct_0576,2026-07-25,organic_direct,EU-Central,False,github_oauth
acct_0577,2026-07-05,community_events,US-East,False,github_oauth
acct_0578,2026-09-15,paid_social,US-West,False,email
acct_0579,2026-07-19,community_events,APAC-SG,False,email
acct_0580,2026-09-06,community_events,APAC-SG,False,github_oauth
acct_0581,2026-08-08,organic_direct,EU-Central,False,email
acct_0582,2026-08-15,community_events,EU-Central,False,github_oauth
acct_0583,2026-08-15,developer_sponsorship,US-East,False,email
acct_0584,2026-07-15,community_events,US-West,False,email
acct_0585,2026-07-24,developer_sponsorship,LATAM,False,email
acct_0586,2026-07-31,paid_search,US-East,True,email
acct_0587,2026-06-20,paid_search,US-West,False,github_oauth
acct_0588,2026-08-11,paid_social,US-West,False,email
acct_0589,2026-07-08,developer_sponsorship,US-East,False,email
acct_0590,2026-06-28,developer_sponsorship,US-West,True,email
acct_0591,2026-09-15,paid_social,APAC-SG,False,github_oauth
acct_0592,2026-06-18,paid_social,APAC-SG,True,github_oauth
acct_0593,2026-08-23,community_events,US-East,True,email
acct_0594,2026-07-03,community_events,US-West,False,github_oauth
acct_0595,2026-08-06,paid_search,US-East,False,email
acct_0596,2026-07-26,paid_social,APAC-SG,False,github_oauth
acct_0597,2026-09-08,paid_social,US-East,False,github_oauth
acct_0598,2026-09-04,paid_social,APAC-SG,False,github_oauth
acct_0599,2026-09-06,paid_social,APAC-SG,False,email
acct_0600,2026-07-15,paid_search,US-East,False,github_oauth
acct_0601,2026-09-01,community_events,EU-Central,False,email
acct_0602,2026-07-05,paid_social,EU-Central,False,github_oauth
acct_0603,2026-08-27,organic_direct,LATAM,False,email
acct_0604,2026-09-14,paid_search,EU-Central,False,github_oauth
acct_0605,2026-08-07,developer_sponsorship,US-East,False,github_oauth
acct_0606,2026-08-20,community_events,US-East,False,github_oauth
acct_0607,2026-08-24,paid_search,EU-Central,False,github_oauth
acct_0608,2026-08-06,organic_direct,APAC-SG,False,github_oauth
acct_0609,2026-08-17,paid_search,US-East,False,github_oauth
acct_0610,2026-07-21,paid_social,US-East,False,email
acct_0611,2026-08-21,developer_sponsorship,LATAM,False,email
acct_0612,2026-09-15,community_events,US-East,False,github_oauth
acct_0613,2026-07-23,paid_search,EU-Central,True,github_oauth
acct_0614,2026-07-07,organic_direct,EU-Central,False,github_oauth
acct_0615,2026-07-27,community_events,US-West,True,github_oauth
acct_0616,2026-08-12,paid_search,APAC-SG,False,github_oauth
acct_0617,2026-07-27,paid_social,US-East,True,github_oauth
acct_0618,2026-09-15,paid_search,US-West,False,email
acct_0619,2026-08-23,organic_direct,EU-Central,False,github_oauth
acct_0620,2026-07-22,paid_search,US-East,False,email
acct_0621,2026-07-22,organic_direct,US-East,False,github_oauth
acct_0622,2026-08-20,community_events,LATAM,False,email
acct_0623,2026-08-29,paid_social,EU-Central,False,github_oauth
acct_0624,2026-08-30,paid_search,US-West,False,github_oauth
acct_0625,2026-06-23,paid_search,US-West,True,email
acct_0626,2026-08-06,paid_social,US-West,False,github_oauth
acct_0627,2026-08-27,community_events,US-West,False,email
acct_0628,2026-07-28,developer_sponsorship,US-East,False,github_oauth
acct_0629,2026-08-21,paid_search,US-West,False,github_oauth
acct_0630,2026-08-08,paid_search,APAC-SG,False,email
acct_0631,2026-07-29,paid_search,LATAM,False,email
acct_0632,2026-07-13,developer_sponsorship,LATAM,False,github_oauth
acct_0633,2026-08-16,developer_sponsorship,LATAM,False,github_oauth
acct_0634,2026-08-26,paid_social,US-West,True,email
acct_0635,2026-06-21,paid_social,LATAM,False,github_oauth
acct_0636,2026-07-30,paid_search,APAC-SG,False,email
acct_0637,2026-07-01,paid_social,LATAM,False,email
acct_0638,2026-08-19,paid_search,US-West,False,github_oauth
acct_0639,2026-06-23,paid_social,LATAM,False,email
acct_0640,2026-08-15,paid_search,LATAM,True,github_oauth
acct_0641,2026-09-07,community_events,US-East,False,github_oauth
acct_0642,2026-08-12,paid_social,US-West,False,email
acct_0643,2026-08-07,developer_sponsorship,EU-Central,False,github_oauth
acct_0644,2026-06-27,paid_social,US-West,False,github_oauth
acct_0645,2026-07-07,paid_search,US-West,False,email
acct_0646,2026-08-09,paid_search,LATAM,False,github_oauth
acct_0647,2026-08-14,developer_sponsorship,APAC-SG,False,github_oauth
acct_0648,2026-06-29,paid_social,EU-Central,False,github_oauth
acct_0649,2026-07-15,developer_sponsorship,US-West,True,github_oauth
acct_0650,2026-08-02,community_events,LATAM,True,email
acct_0651,2026-07-21,paid_social,US-East,False,email
acct_0652,2026-08-28,organic_direct,US-West,True,github_oauth
acct_0653,2026-07-05,paid_search,US-East,True,github_oauth
acct_0654,2026-07-04,paid_social,APAC-SG,False,github_oauth
acct_0655,2026-08-31,organic_direct,EU-Central,False,github_oauth
acct_0656,2026-06-20,paid_search,US-West,False,email
acct_0657,2026-07-04,paid_search,EU-Central,False,email
acct_0658,2026-06-24,paid_social,LATAM,False,email
acct_0659,2026-08-20,paid_search,APAC-SG,False,github_oauth
acct_0660,2026-08-02,paid_social,US-West,False,email
acct_0661,2026-07-07,paid_search,LATAM,False,github_oauth
acct_0662,2026-09-08,developer_sponsorship,APAC-SG,False,email
acct_0663,2026-06-25,paid_search,EU-Central,False,email
acct_0664,2026-07-13,organic_direct,US-West,False,github_oauth
acct_0665,2026-08-05,developer_sponsorship,APAC-SG,False,email
acct_0666,2026-08-01,organic_direct,LATAM,False,email
acct_0667,2026-07-11,paid_search,EU-Central,False,github_oauth
acct_0668,2026-07-23,paid_search,APAC-SG,False,github_oauth
acct_0669,2026-07-08,paid_search,US-West,False,email
acct_0670,2026-08-25,paid_search,US-West,False,email
acct_0671,2026-08-02,paid_social,US-West,False,email
acct_0672,2026-09-15,developer_sponsorship,LATAM,True,email
acct_0673,2026-08-29,organic_direct,US-West,False,github_oauth
acct_0674,2026-08-20,organic_direct,EU-Central,False,github_oauth
acct_0675,2026-06-29,paid_search,US-West,False,github_oauth
acct_0676,2026-08-24,community_events,US-East,False,github_oauth
acct_0677,2026-07-04,developer_sponsorship,US-West,False,email
acct_0678,2026-06-25,paid_search,US-West,False,github_oauth
acct_0679,2026-07-02,organic_direct,EU-Central,False,email
acct_0680,2026-09-10,community_events,LATAM,False,email
acct_0681,2026-07-29,paid_social,US-West,False,email
acct_0682,2026-09-07,community_events,EU-Central,False,email
acct_0683,2026-07-16,organic_direct,US-West,False,email
acct_0684,2026-07-04,paid_social,US-East,False,email
acct_0685,2026-08-29,paid_search,US-West,False,github_oauth
acct_0686,2026-09-07,organic_direct,US-East,False,github_oauth
acct_0687,2026-07-30,paid_search,US-West,False,email
acct_0688,2026-07-09,paid_search,EU-Central,False,email
acct_0689,2026-07-14,paid_social,US-East,False,github_oauth
acct_0690,2026-06-18,paid_search,APAC-SG,False,email
acct_0691,2026-07-09,community_events,APAC-SG,False,email
acct_0692,2026-08-26,community_events,US-East,False,github_oauth
acct_0693,2026-07-08,community_events,US-East,False,github_oauth
acct_0694,2026-07-25,paid_search,EU-Central,False,github_oauth
acct_0695,2026-06-27,developer_sponsorship,US-West,False,github_oauth
acct_0696,2026-06-27,organic_direct,US-East,False,email
acct_0697,2026-06-21,community_events,US-West,False,email
acct_0698,2026-07-08,paid_search,US-East,False,github_oauth
acct_0699,2026-08-09,organic_direct,LATAM,False,email
acct_0700,2026-07-26,paid_social,US-East,True,email
acct_0701,2026-07-07,paid_search,EU-Central,True,github_oauth
acct_0702,2026-07-25,organic_direct,APAC-SG,False,github_oauth
acct_0703,2026-07-14,paid_social,EU-Central,False,email
acct_0704,2026-07-02,developer_sponsorship,APAC-SG,False,email
acct_0705,2026-06-29,organic_direct,APAC-SG,False,email
acct_0706,2026-08-04,paid_social,APAC-SG,True,email
acct_0707,2026-08-16,developer_sponsorship,US-West,False,github_oauth
acct_0708,2026-07-07,paid_search,US-East,False,email
acct_0709,2026-09-01,paid_social,LATAM,True,email
acct_0710,2026-08-23,community_events,LATAM,False,email
acct_0711,2026-08-30,paid_social,APAC-SG,False,email
acct_0712,2026-06-22,organic_direct,LATAM,False,github_oauth
acct_0713,2026-07-03,community_events,US-West,False,github_oauth
acct_0714,2026-07-15,paid_social,US-West,True,github_oauth
acct_0715,2026-09-13,community_events,US-West,False,github_oauth
acct_0716,2026-09-02,developer_sponsorship,EU-Central,False,github_oauth
acct_0717,2026-06-29,community_events,LATAM,False,email
acct_0718,2026-07-23,organic_direct,APAC-SG,False,github_oauth
acct_0719,2026-09-15,organic_direct,LATAM,False,email
acct_0720,2026-07-02,community_events,US-West,False,github_oauth
acct_0721,2026-07-01,organic_direct,US-East,False,email
acct_0722,2026-08-09,developer_sponsorship,APAC-SG,False,email
acct_0723,2026-06-22,paid_social,EU-Central,False,email
acct_0724,2026-06-22,community_events,EU-Central,False,github_oauth
acct_0725,2026-08-17,developer_sponsorship,EU-Central,True,email
acct_0726,2026-07-27,developer_sponsorship,APAC-SG,False,github_oauth
acct_0727,2026-07-17,paid_social,EU-Central,False,email
acct_0728,2026-07-29,developer_sponsorship,APAC-SG,False,github_oauth
acct_0729,2026-07-12,community_events,US-West,False,email
acct_0730,2026-08-19,organic_direct,EU-Central,False,github_oauth
acct_0731,2026-06-26,developer_sponsorship,LATAM,False,github_oauth
acct_0732,2026-07-10,paid_social,US-West,False,github_oauth
acct_0733,2026-06-22,community_events,US-East,False,github_oauth
acct_0734,2026-07-23,developer_sponsorship,APAC-SG,False,github_oauth
acct_0735,2026-09-13,paid_search,US-West,False,email
acct_0736,2026-07-10,community_events,LATAM,False,email
acct_0737,2026-07-08,developer_sponsorship,US-East,False,email
acct_0738,2026-06-24,paid_social,LATAM,False,github_oauth
acct_0739,2026-07-16,paid_social,US-West,False,email
acct_0740,2026-08-22,paid_search,US-East,False,github_oauth
acct_0741,2026-09-08,paid_social,LATAM,False,github_oauth
acct_0742,2026-07-20,organic_direct,EU-Central,False,email
acct_0743,2026-08-11,community_events,EU-Central,False,github_oauth
acct_0744,2026-08-16,developer_sponsorship,LATAM,False,email
acct_0745,2026-08-31,paid_search,US-East,False,email
acct_0746,2026-08-28,organic_direct,LATAM,False,github_oauth
acct_0747,2026-08-18,paid_search,EU-Central,False,email
acct_0748,2026-07-23,developer_sponsorship,EU-Central,False,github_oauth
acct_0749,2026-06-25,organic_direct,APAC-SG,False,github_oauth
acct_0750,2026-06-21,community_events,EU-Central,False,email
acct_0751,2026-08-08,community_events,US-East,False,github_oauth
acct_0752,2026-07-31,paid_social,LATAM,False,email
acct_0753,2026-09-11,developer_sponsorship,LATAM,False,github_oauth
acct_0754,2026-09-10,organic_direct,US-West,False,email
acct_0755,2026-07-04,developer_sponsorship,LATAM,False,github_oauth
acct_0756,2026-09-13,developer_sponsorship,US-East,False,github_oauth
acct_0757,2026-07-27,community_events,EU-Central,False,email
acct_0758,2026-08-16,paid_search,APAC-SG,True,github_oauth
acct_0759,2026-08-17,paid_social,LATAM,False,email
acct_0760,2026-08-24,developer_sponsorship,APAC-SG,True,github_oauth
acct_0761,2026-07-05,paid_social,EU-Central,False,email
acct_0762,2026-07-06,developer_sponsorship,US-West,False,email
acct_0763,2026-07-30,paid_social,EU-Central,False,github_oauth
acct_0764,2026-08-14,developer_sponsorship,US-West,False,github_oauth
acct_0765,2026-08-30,paid_social,APAC-SG,False,github_oauth
acct_0766,2026-07-04,organic_direct,APAC-SG,False,email
acct_0767,2026-08-11,community_events,APAC-SG,True,github_oauth
acct_0768,2026-08-04,paid_search,EU-Central,False,github_oauth
acct_0769,2026-06-20,paid_search,US-West,False,email
acct_0770,2026-07-27,paid_social,US-East,False,email
acct_0771,2026-07-09,paid_search,US-East,False,email
acct_0772,2026-08-15,organic_direct,LATAM,False,email
acct_0773,2026-09-13,paid_social,EU-Central,False,email
acct_0774,2026-08-02,paid_social,US-West,False,email
acct_0775,2026-06-20,paid_social,US-West,False,github_oauth
acct_0776,2026-07-15,paid_search,LATAM,False,github_oauth
acct_0777,2026-08-03,paid_search,APAC-SG,False,email
acct_0778,2026-08-25,organic_direct,US-East,False,github_oauth
acct_0779,2026-09-10,paid_search,US-East,True,github_oauth
acct_0780,2026-08-10,community_events,APAC-SG,False,email
acct_0781,2026-08-17,paid_social,US-West,False,github_oauth
acct_0782,2026-07-26,community_events,US-East,False,email
acct_0783,2026-09-05,organic_direct,US-West,False,github_oauth
acct_0784,2026-08-22,organic_direct,US-East,False,github_oauth
acct_0785,2026-08-20,paid_social,LATAM,False,email
acct_0786,2026-08-23,paid_social,EU-Central,False,email
acct_0787,2026-07-08,paid_search,LATAM,False,github_oauth
acct_0788,2026-09-14,community_events,EU-Central,False,github_oauth
acct_0789,2026-09-11,paid_search,US-East,False,email
acct_0790,2026-07-07,paid_search,LATAM,True,github_oauth
acct_0791,2026-07-20,paid_social,APAC-SG,False,email
acct_0792,2026-07-21,community_events,US-East,True,github_oauth
acct_0793,2026-06-23,developer_sponsorship,EU-Central,False,email
acct_0794,2026-08-11,paid_search,US-East,False,github_oauth
acct_0795,2026-06-19,paid_social,US-West,False,email
acct_0796,2026-09-05,developer_sponsorship,US-East,False,email
acct_0797,2026-07-11,paid_search,APAC-SG,False,email
acct_0798,2026-07-22,community_events,APAC-SG,False,github_oauth
acct_0799,2026-07-02,paid_social,US-East,False,github_oauth
acct_0800,2026-07-01,community_events,LATAM,False,email
acct_0801,2026-07-11,organic_direct,APAC-SG,False,github_oauth
acct_0802,2026-09-13,paid_social,APAC-SG,False,github_oauth
acct_0803,2026-08-09,community_events,US-East,True,email
acct_0804,2026-06-19,organic_direct,LATAM,False,github_oauth
acct_0805,2026-09-11,developer_sponsorship,LATAM,False,github_oauth
acct_0806,2026-08-12,paid_social,APAC-SG,False,email
acct_0807,2026-07-07,organic_direct,LATAM,True,github_oauth
acct_0808,2026-08-21,community_events,APAC-SG,False,github_oauth
acct_0809,2026-08-19,developer_sponsorship,US-West,False,email
acct_0810,2026-06-24,organic_direct,US-West,False,email
acct_0811,2026-08-08,paid_social,US-East,False,email
acct_0812,2026-06-29,community_events,APAC-SG,False,email
acct_0813,2026-09-09,paid_search,US-East,False,github_oauth
acct_0814,2026-08-28,organic_direct,US-East,False,email
acct_0815,2026-08-22,organic_direct,US-West,False,email
acct_0816,2026-07-31,developer_sponsorship,US-East,False,email
acct_0817,2026-07-30,organic_direct,LATAM,False,email
acct_0818,2026-08-14,paid_search,US-East,False,github_oauth
acct_0819,2026-06-18,developer_sponsorship,EU-Central,False,email
acct_0820,2026-08-27,organic_direct,EU-Central,False,github_oauth
acct_0821,2026-07-09,community_events,US-West,False,email
acct_0822,2026-07-01,developer_sponsorship,LATAM,False,github_oauth
acct_0823,2026-08-07,paid_social,APAC-SG,False,github_oauth
acct_0824,2026-07-31,paid_search,APAC-SG,True,github_oauth
acct_0825,2026-08-14,community_events,LATAM,False,github_oauth
acct_0826,2026-08-20,paid_search,LATAM,False,email
acct_0827,2026-08-31,community_events,LATAM,False,github_oauth
acct_0828,2026-09-14,organic_direct,US-West,False,github_oauth
acct_0829,2026-07-01,community_events,LATAM,False,email
acct_0830,2026-08-21,community_events,APAC-SG,False,github_oauth
acct_0831,2026-07-23,community_events,EU-Central,False,email
acct_0832,2026-07-05,paid_social,APAC-SG,False,email
acct_0833,2026-09-15,organic_direct,EU-Central,False,github_oauth
acct_0834,2026-07-13,paid_social,LATAM,False,email
acct_0835,2026-09-12,paid_social,US-West,False,email
acct_0836,2026-07-02,developer_sponsorship,LATAM,False,email
acct_0837,2026-09-12,organic_direct,EU-Central,False,email
acct_0838,2026-06-19,organic_direct,US-East,True,github_oauth
acct_0839,2026-06-24,paid_search,US-West,False,github_oauth
acct_0840,2026-07-24,developer_sponsorship,US-West,False,email
acct_0841,2026-07-14,organic_direct,US-East,False,email
acct_0842,2026-07-01,organic_direct,LATAM,False,email
acct_0843,2026-07-18,organic_direct,EU-Central,False,github_oauth
acct_0844,2026-08-05,community_events,APAC-SG,False,email
acct_0845,2026-08-27,paid_search,US-East,False,github_oauth
acct_0846,2026-09-05,community_events,US-West,False,email
acct_0847,2026-09-01,organic_direct,LATAM,False,github_oauth
acct_0848,2026-07-25,community_events,US-West,False,github_oauth
acct_0849,2026-07-11,paid_social,LATAM,False,github_oauth
acct_0850,2026-08-11,developer_sponsorship,LATAM,False,github_oauth
acct_0851,2026-08-31,developer_sponsorship,US-East,False,github_oauth
acct_0852,2026-06-23,paid_social,EU-Central,False,email
acct_0853,2026-08-19,organic_direct,LATAM,False,email
acct_0854,2026-08-24,paid_social,US-West,False,github_oauth
acct_0855,2026-08-10,organic_direct,LATAM,False,email
acct_0856,2026-07-16,paid_social,EU-Central,False,email
acct_0857,2026-07-15,organic_direct,LATAM,False,github_oauth
acct_0858,2026-07-02,developer_sponsorship,APAC-SG,False,github_oauth
acct_0859,2026-06-23,developer_sponsorship,APAC-SG,False,github_oauth
acct_0860,2026-08-06,developer_sponsorship,LATAM,False,github_oauth
acct_0861,2026-08-23,developer_sponsorship,LATAM,False,email
acct_0862,2026-08-19,paid_search,EU-Central,False,github_oauth
acct_0863,2026-07-29,organic_direct,US-East,False,github_oauth
acct_0864,2026-08-25,organic_direct,US-East,False,github_oauth
acct_0865,2026-09-11,paid_social,APAC-SG,False,github_oauth
acct_0866,2026-08-25,community_events,US-East,False,github_oauth
acct_0867,2026-06-21,community_events,EU-Central,True,github_oauth
acct_0868,2026-06-24,paid_social,EU-Central,False,github_oauth
acct_0869,2026-07-21,community_events,APAC-SG,False,email
acct_0870,2026-08-12,developer_sponsorship,US-East,False,github_oauth
acct_0871,2026-08-25,paid_search,LATAM,True,github_oauth
acct_0872,2026-09-15,paid_search,EU-Central,False,github_oauth
acct_0873,2026-07-25,developer_sponsorship,LATAM,True,email
acct_0874,2026-08-05,community_events,US-East,False,github_oauth
acct_0875,2026-07-05,community_events,LATAM,False,github_oauth
acct_0876,2026-07-26,developer_sponsorship,US-East,False,github_oauth
acct_0877,2026-07-03,paid_search,US-East,False,email
acct_0878,2026-08-25,organic_direct,US-East,False,email
acct_0879,2026-07-15,community_events,LATAM,False,github_oauth
acct_0880,2026-07-16,organic_direct,EU-Central,False,github_oauth
acct_0881,2026-09-11,organic_direct,US-East,False,email
acct_0882,2026-09-08,organic_direct,US-East,False,github_oauth
acct_0883,2026-07-20,paid_search,US-West,False,email
acct_0884,2026-07-30,developer_sponsorship,US-West,False,github_oauth
acct_0885,2026-06-30,developer_sponsorship,LATAM,True,github_oauth
acct_0886,2026-07-28,community_events,APAC-SG,False,email
acct_0887,2026-09-14,organic_direct,US-West,False,email
acct_0888,2026-07-28,community_events,US-West,True,github_oauth
acct_0889,2026-07-16,community_events,EU-Central,False,github_oauth
acct_0890,2026-09-12,developer_sponsorship,APAC-SG,False,email
acct_0891,2026-07-27,community_events,LATAM,False,github_oauth
acct_0892,2026-07-23,paid_social,LATAM,False,github_oauth
acct_0893,2026-06-27,paid_search,LATAM,False,email
acct_0894,2026-09-01,paid_social,US-East,False,email
acct_0895,2026-09-09,paid_social,EU-Central,False,email
acct_0896,2026-07-05,community_events,LATAM,False,email
acct_0897,2026-08-03,organic_direct,US-East,False,github_oauth
acct_0898,2026-08-22,paid_social,APAC-SG,False,github_oauth
acct_0899,2026-08-18,developer_sponsorship,US-East,False,email
acct_0900,2026-07-17,paid_search,EU-Central,False,github_oauth
acct_0901,2026-09-11,paid_social,LATAM,False,email
acct_0902,2026-08-06,community_events,APAC-SG,False,github_oauth
acct_0903,2026-09-09,developer_sponsorship,US-East,False,email
acct_0904,2026-07-21,organic_direct,LATAM,False,email
acct_0905,2026-09-09,community_events,EU-Central,False,github_oauth
acct_0906,2026-08-23,developer_sponsorship,APAC-SG,False,github_oauth
acct_0907,2026-08-23,community_events,EU-Central,False,email
acct_0908,2026-08-19,community_events,LATAM,True,github_oauth
acct_0909,2026-08-13,paid_social,US-West,True,email
acct_0910,2026-07-15,paid_social,US-West,False,github_oauth
acct_0911,2026-09-10,paid_social,APAC-SG,False,github_oauth
acct_0912,2026-08-18,community_events,APAC-SG,False,github_oauth
acct_0913,2026-09-08,community_events,US-East,False,github_oauth
acct_0914,2026-08-30,organic_direct,US-West,False,github_oauth
acct_0915,2026-08-30,paid_social,US-East,False,github_oauth
acct_0916,2026-08-23,community_events,LATAM,False,github_oauth
acct_0917,2026-09-10,developer_sponsorship,US-East,False,email
acct_0918,2026-08-18,paid_social,US-West,False,github_oauth
acct_0919,2026-08-31,paid_social,LATAM,False,email
acct_0920,2026-07-09,developer_sponsorship,APAC-SG,False,github_oauth
acct_0921,2026-07-17,community_events,APAC-SG,False,github_oauth
acct_0922,2026-07-13,organic_direct,LATAM,False,github_oauth
acct_0923,2026-09-03,paid_search,US-West,False,github_oauth
acct_0924,2026-08-25,organic_direct,US-East,True,github_oauth
acct_0925,2026-09-03,organic_direct,US-East,False,email
acct_0926,2026-08-23,community_events,EU-Central,False,email
acct_0927,2026-07-17,community_events,APAC-SG,False,github_oauth
acct_0928,2026-08-11,paid_social,EU-Central,False,github_oauth
acct_0929,2026-06-28,developer_sponsorship,LATAM,False,email
acct_0930,2026-07-20,paid_social,US-East,False,github_oauth
