date,channel,region,spend,impressions,clicks,platform_reported_conversions
2026-07-07,paid_search,APAC-SG,315.96,20981,646,17
2026-07-07,paid_search,LATAM,288.13,22807,311,15
2026-07-07,paid_social,US-East,426.68,31007,946,44
2026-07-07,paid_social,US-West,242.43,17726,749,47
2026-07-07,paid_social,EU-Central,253.14,22990,915,50
2026-07-07,paid_social,APAC-SG,174.52,11732,147,11
2026-07-07,paid_social,LATAM,264.76,14151,670,14
2026-07-07,developer_sponsorship,US-East,226.88,20067,815,64
2026-07-07,developer_sponsorship,US-West,239.26,16991,844,36
2026-07-07,developer_sponsorship,EU-Central,219.92,20966,524,31
2026-07-07,developer_sponsorship,APAC-SG,175.53,13509,488,19
2026-07-07,developer_sponsorship,LATAM,112.99,8684,270,17
2026-07-07,community_events,US-East,150.05,7528,82,3
2026-07-07,community_events,US-West,182.18,14068,440,30
2026-07-07,community_events,EU-Central,114.55,7710,162,12
2026-07-07,community_events,APAC-SG,136.2,7578,321,14
2026-07-07,community_events,LATAM,121.76,11468,121,3
2026-07-07,organic_direct,US-East,45.63,2358,79,4
2026-07-07,organic_direct,US-West,40.11,3490,91,3
2026-07-07,organic_direct,EU-Central,37.37,3482,42,2
2026-07-07,organic_direct,APAC-SG,34.94,3172,124,4
2026-07-07,organic_direct,LATAM,37.06,3099,70,2
2026-07-08,paid_search,US-East,471.57,39145,737,28
2026-07-08,paid_search,US-West,405.12,39469,1783,133
2026-07-08,paid_search,EU-Central,484.02,34539,1030,80
2026-07-08,paid_search,APAC-SG,505.98,42283,1751,68
2026-07-08,paid_search,LATAM,332.43,19101,478,31
2026-07-08,paid_social,US-East,354.28,32759,721,45
2026-07-08,paid_social,US-West,390.54,37389,1214,94
2026-07-08,paid_social,EU-Central,279.28,15836,312,10
2026-07-08,paid_social,APAC-SG,261.13,25097,1101,28
2026-07-08,paid_social,LATAM,238.3,14184,294,17
2026-07-08,developer_sponsorship,US-East,254.82,23871,418,27
2026-07-08,developer_sponsorship,US-West,249.61,19455,567,40
2026-07-08,developer_sponsorship,EU-Central,161.96,15847,168,12
2026-07-08,developer_sponsorship,APAC-SG,204.36,11416,570,27
2026-07-08,developer_sponsorship,LATAM,118.38,9496,172,12
2026-07-08,community_events,US-East,185.62,16478,415,21
2026-07-08,community_events,US-West,151.07,9529,290,14
2026-07-08,community_events,EU-Central,102.49,10153,292,20
2026-07-08,community_events,APAC-SG,149.83,10268,272,14
2026-07-08,community_events,LATAM,87.44,5009,102,7
2026-07-08,organic_direct,US-East,62.85,4454,71,2
2026-07-08,organic_direct,US-West,51.03,4677,140,8
2026-07-08,organic_direct,EU-Central,49.99,3142,134,10
2026-07-08,organic_direct,APAC-SG,43.4,3234,54,3
2026-07-08,organic_direct,LATAM,28.05,2412,71,5
2026-07-09,paid_search,US-East,615.17,50499,623,13
2026-07-09,paid_search,US-West,664.41,64620,2373,156
2026-07-09,paid_search,EU-Central,426.35,39278,756,47
2026-07-09,paid_search,APAC-SG,282.19,21245,529,30
2026-07-09,paid_search,LATAM,385.02,31119,912,44
2026-07-09,paid_social,US-East,253.43,19661,205,10
2026-07-09,paid_social,US-West,285.4,28218,301,20
2026-07-09,paid_social,EU-Central,298.19,26929,1249,32
2026-07-09,paid_social,APAC-SG,181.87,10447,184,9
2026-07-09,paid_social,LATAM,249.72,15823,409,17
2026-07-09,developer_sponsorship,US-East,226.47,17721,879,29
2026-07-09,developer_sponsorship,US-West,244.29,22570,815,58
2026-07-09,developer_sponsorship,EU-Central,208.04,11374,286,15
2026-07-09,developer_sponsorship,APAC-SG,117.39,5924,99,4
2026-07-09,developer_sponsorship,LATAM,134.45,11995,391,27
2026-07-09,community_events,US-East,136.3,10414,121,3
2026-07-09,community_events,US-West,201.44,19011,551,12
2026-07-09,community_events,EU-Central,100.52,9677,444,23
2026-07-09,community_events,APAC-SG,86.37,8329,188,14
2026-07-09,community_events,LATAM,110.48,9679,372,16
2026-07-09,organic_direct,US-East,44.77,2602,51,3
2026-07-09,organic_direct,US-West,51.34,4868,113,7
2026-07-09,organic_direct,EU-Central,35.28,3507,136,6
2026-07-09,organic_direct,APAC-SG,51.38,2706,74,5
2026-07-09,organic_direct,LATAM,31.65,2799,134,5
2026-07-10,paid_search,US-East,698.48,35958,752,59
2026-07-10,paid_search,US-West,546.9,37074,1766,81
2026-07-10,paid_search,EU-Central,498.52,41393,555,31
2026-07-10,paid_search,APAC-SG,471.53,40389,536,15
2026-07-10,paid_search,LATAM,394.45,32224,1275,49
2026-07-10,paid_social,US-East,275.01,13821,308,12
2026-07-10,paid_social,US-West,284.41,16104,281,13
2026-07-10,paid_social,EU-Central,278.87,19633,216,8
2026-07-10,paid_social,APAC-SG,181.4,14494,333,14
2026-07-10,paid_social,LATAM,183.77,12751,170,12
2026-07-10,developer_sponsorship,US-East,298.35,29509,970,29
2026-07-10,developer_sponsorship,US-West,204.26,11630,256,12
2026-07-10,developer_sponsorship,EU-Central,132.83,9528,255,12
2026-07-10,developer_sponsorship,APAC-SG,119.38,7471,148,8
2026-07-10,developer_sponsorship,LATAM,147.88,8839,126,4
2026-07-10,community_events,US-East,228.47,15218,529,36
2026-07-10,community_events,US-West,148.12,9885,421,30
2026-07-10,community_events,EU-Central,173.41,9850,224,17
2026-07-10,community_events,APAC-SG,98.46,6469,314,24
2026-07-10,community_events,LATAM,91.86,7784,230,12
2026-07-10,organic_direct,US-East,50.73,3490,148,6
2026-07-10,organic_direct,US-West,42.26,3304,111,5
2026-07-10,organic_direct,EU-Central,49.91,3868,186,8
2026-07-10,organic_direct,APAC-SG,45.0,3236,70,4
2026-07-10,organic_direct,LATAM,41.7,3743,98,4
2026-07-11,paid_search,US-East,648.0,40241,1462,91
2026-07-11,paid_search,US-West,645.4,34656,1719,83
2026-07-11,paid_search,EU-Central,423.22,31881,1492,91
2026-07-11,paid_search,APAC-SG,410.47,36751,896,66
2026-07-11,paid_search,LATAM,357.75,29302,392,25
2026-07-11,paid_social,US-East,394.04,26696,957,21
2026-07-11,paid_social,US-West,425.75,35709,927,60
2026-07-11,paid_social,EU-Central,345.45,24707,257,9
2026-07-11,paid_social,APAC-SG,241.54,18342,609,33
2026-07-11,paid_social,LATAM,203.17,14131,577,31
2026-07-11,developer_sponsorship,US-East,240.07,16144,177,4
2026-07-11,developer_sponsorship,US-West,208.91,20491,300,22
2026-07-11,developer_sponsorship,EU-Central,141.3,9268,261,8
2026-07-11,developer_sponsorship,APAC-SG,158.36,11688,321,19
2026-07-11,developer_sponsorship,LATAM,124.79,8112,344,9
2026-07-11,community_events,US-East,217.71,17938,665,19
2026-07-11,community_events,US-West,212.91,13242,224,6
2026-07-11,community_events,EU-Central,139.85,13694,263,11
2026-07-11,community_events,APAC-SG,97.28,7979,217,4
2026-07-11,community_events,LATAM,112.19,6716,226,9
2026-07-11,organic_direct,US-East,67.37,4061,162,11
2026-07-11,organic_direct,US-West,40.56,2234,100,3
2026-07-11,organic_direct,EU-Central,40.3,2936,60,4
2026-07-11,organic_direct,APAC-SG,40.67,3333,112,6
2026-07-11,organic_direct,LATAM,36.83,2482,108,6
2026-07-12,paid_search,US-East,712.95,60814,1331,75
2026-07-12,paid_search,US-West,412.97,23414,344,13
2026-07-12,paid_search,EU-Central,364.42,30856,939,42
2026-07-12,paid_search,APAC-SG,313.09,21661,377,21
2026-07-12,paid_search,LATAM,390.62,32133,1606,85
2026-07-12,paid_social,US-East,357.76,20397,460,21
2026-07-12,paid_social,US-West,241.62,16418,170,4
2026-07-12,paid_social,EU-Central,321.06,31525,952,47
2026-07-12,paid_social,APAC-SG,266.6,18870,822,40
2026-07-12,paid_social,LATAM,157.42,8113,328,12
2026-07-12,developer_sponsorship,US-East,207.58,15958,266,12
2026-07-12,developer_sponsorship,US-West,252.01,22251,711,19
2026-07-12,developer_sponsorship,EU-Central,138.33,12277,527,22
2026-07-12,developer_sponsorship,APAC-SG,190.97,9945,385,20
2026-07-12,developer_sponsorship,LATAM,181.14,9984,431,28
2026-07-12,community_events,US-East,158.15,15809,442,18
2026-07-12,community_events,US-West,196.36,14128,702,46
2026-07-12,community_events,EU-Central,113.69,10292,344,14
2026-07-12,community_events,APAC-SG,135.17,11035,183,5
2026-07-12,community_events,LATAM,86.52,5221,64,2
2026-07-12,organic_direct,US-East,52.12,4010,92,5
2026-07-12,organic_direct,US-West,48.05,3044,134,10
2026-07-12,organic_direct,EU-Central,49.84,2729,132,8
2026-07-12,organic_direct,APAC-SG,50.05,4986,222,6
2026-07-12,organic_direct,LATAM,42.69,2667,102,7
2026-07-13,paid_search,US-East,694.13,58176,1720,93
2026-07-13,paid_search,US-West,473.68,33494,940,54
2026-07-13,paid_search,EU-Central,552.63,30203,924,33
2026-07-13,paid_search,APAC-SG,504.72,34549,1658,65
2026-07-13,paid_search,LATAM,245.52,21779,856,54
2026-07-13,paid_social,US-East,351.03,29208,710,16
2026-07-13,paid_social,US-West,336.82,20509,557,18
2026-07-13,paid_social,EU-Central,232.5,21254,499,27
2026-07-13,paid_social,APAC-SG,249.52,18531,440,26
2026-07-13,paid_social,LATAM,153.1,8417,348,16
2026-07-13,developer_sponsorship,US-East,185.89,17265,477,9
2026-07-13,developer_sponsorship,US-West,280.46,16860,632,17
2026-07-13,developer_sponsorship,EU-Central,196.2,11369,537,19
2026-07-13,developer_sponsorship,APAC-SG,174.84,10930,271,20
2026-07-13,developer_sponsorship,LATAM,111.9,7812,173,10
2026-07-13,community_events,US-East,151.29,12522,477,9
2026-07-13,community_events,US-West,162.7,9214,175,10
2026-07-13,community_events,EU-Central,95.25,8075,344,27
2026-07-13,community_events,APAC-SG,114.41,6476,83,3
2026-07-13,community_events,LATAM,119.54,6589,148,10
2026-07-13,organic_direct,US-East,46.94,4162,167,4
2026-07-13,organic_direct,US-West,71.27,4072,127,2
2026-07-13,organic_direct,EU-Central,49.05,3531,137,7
2026-07-13,organic_direct,APAC-SG,31.63,2232,83,5
2026-07-13,organic_direct,LATAM,26.32,1448,58,3
2026-07-14,paid_search,US-East,558.25,54799,1237,35
2026-07-14,paid_search,US-West,476.4,25826,829,46
2026-07-14,paid_search,EU-Central,479.05,42610,1602,113
2026-07-14,paid_search,APAC-SG,438.02,28507,875,44
2026-07-14,paid_search,LATAM,402.05,26043,317,23
2026-07-14,paid_social,US-East,458.21,34248,496,24
2026-07-14,paid_social,US-West,348.6,26638,1308,103
2026-07-14,paid_social,EU-Central,340.3,19260,855,46
2026-07-14,paid_social,APAC-SG,220.62,18564,752,58
2026-07-14,paid_social,LATAM,244.07,12407,157,5
2026-07-14,developer_sponsorship,US-East,173.74,9212,382,19
2026-07-14,developer_sponsorship,US-West,236.97,17785,473,29
2026-07-14,developer_sponsorship,EU-Central,134.9,10364,359,13
2026-07-14,developer_sponsorship,APAC-SG,141.75,10711,194,13
2026-07-14,developer_sponsorship,LATAM,143.06,9947,351,24
2026-07-14,community_events,US-East,199.55,10637,403,25
2026-07-14,community_events,US-West,199.3,10542,141,6
2026-07-14,community_events,EU-Central,131.22,10555,236,15
2026-07-14,community_events,APAC-SG,137.33,7686,294,18
2026-07-14,community_events,LATAM,83.82,8185,253,16
2026-07-14,organic_direct,US-East,67.95,3964,59,3
2026-07-14,organic_direct,US-West,47.37,4467,182,3
2026-07-14,organic_direct,EU-Central,53.29,3389,42,2
2026-07-14,organic_direct,APAC-SG,41.84,2253,63,2
2026-07-14,organic_direct,LATAM,34.99,2741,67,2
2026-07-15,paid_search,US-East,457.05,35967,1399,47
2026-07-15,paid_search,US-West,552.91,28862,1284,44
2026-07-15,paid_search,EU-Central,442.38,30590,489,37
2026-07-15,paid_search,APAC-SG,485.8,37719,1756,113
2026-07-15,paid_search,LATAM,333.07,22012,586,37
2026-07-15,paid_social,US-East,310.59,16739,417,20
2026-07-15,paid_social,US-West,409.58,24151,1018,80
2026-07-15,paid_social,EU-Central,343.56,18362,525,19
2026-07-15,paid_social,APAC-SG,289.66,19223,617,12
2026-07-15,paid_social,LATAM,172.28,13470,298,17
2026-07-15,developer_sponsorship,US-East,234.81,18687,555,36
2026-07-15,developer_sponsorship,US-West,179.8,17084,690,23
2026-07-15,developer_sponsorship,EU-Central,126.69,8931,172,7
2026-07-15,developer_sponsorship,APAC-SG,192.6,18077,868,17
2026-07-15,developer_sponsorship,LATAM,153.21,14164,553,14
2026-07-15,community_events,US-East,183.22,11342,336,7
2026-07-15,community_events,US-West,214.2,18331,251,18
2026-07-15,community_events,EU-Central,167.18,12703,483,20
2026-07-15,community_events,APAC-SG,154.17,8362,115,3
2026-07-15,community_events,LATAM,125.16,6726,220,10
2026-07-15,organic_direct,US-East,76.71,4743,96,3
2026-07-15,organic_direct,US-West,64.93,5521,217,8
2026-07-15,organic_direct,EU-Central,38.84,2087,37,2
2026-07-15,organic_direct,APAC-SG,42.03,2428,40,1
2026-07-15,organic_direct,LATAM,33.04,2537,123,3
2026-07-16,paid_search,US-East,530.99,33585,496,14
2026-07-16,paid_search,US-West,611.4,55832,2114,47
2026-07-16,paid_search,EU-Central,540.7,35896,489,17
2026-07-16,paid_search,APAC-SG,365.38,27649,1025,36
2026-07-16,paid_search,LATAM,453.04,23356,611,28
2026-07-16,paid_social,US-East,413.58,25845,736,50
2026-07-16,paid_social,US-West,258.68,13088,565,44
2026-07-16,paid_social,EU-Central,210.18,19164,476,27
2026-07-16,paid_social,APAC-SG,260.83,20635,419,28
2026-07-16,paid_social,LATAM,149.75,7970,367,17
2026-07-16,developer_sponsorship,US-East,186.55,17769,767,30
2026-07-16,developer_sponsorship,US-West,159.64,11661,194,10
2026-07-16,developer_sponsorship,EU-Central,214.74,14978,167,10
2026-07-16,developer_sponsorship,APAC-SG,128.59,7810,136,5
2026-07-16,developer_sponsorship,LATAM,172.21,8908,309,10
2026-07-16,community_events,US-East,157.87,11145,356,8
2026-07-16,community_events,US-West,143.2,8142,146,10
2026-07-16,community_events,EU-Central,137.09,11178,470,31
2026-07-16,community_events,APAC-SG,155.24,13831,336,17
2026-07-16,community_events,LATAM,104.03,9948,299,12
2026-07-16,organic_direct,US-East,48.47,3196,59,4
2026-07-16,organic_direct,US-West,64.19,3397,168,8
2026-07-16,organic_direct,EU-Central,52.2,5218,255,6
2026-07-16,organic_direct,APAC-SG,43.76,2771,118,8
2026-07-16,organic_direct,LATAM,25.67,2562,48,3
2026-07-17,paid_search,US-East,707.06,47896,2086,147
2026-07-17,paid_search,US-West,443.11,35283,1490,92
2026-07-17,paid_search,EU-Central,561.77,28880,1098,84
2026-07-17,paid_search,APAC-SG,415.27,32455,568,45
2026-07-17,paid_search,LATAM,430.14,32093,717,35
2026-07-17,paid_social,US-East,271.5,16732,313,16
2026-07-17,paid_social,US-West,231.14,22165,400,11
2026-07-17,paid_social,EU-Central,305.14,29274,1281,50
2026-07-17,paid_social,APAC-SG,171.16,13578,633,42
2026-07-17,paid_social,LATAM,253.66,23598,1142,48
2026-07-17,developer_sponsorship,US-East,303.64,21187,297,11
2026-07-17,developer_sponsorship,US-West,172.01,9955,477,32
2026-07-17,developer_sponsorship,EU-Central,229.75,18944,321,25
2026-07-17,developer_sponsorship,APAC-SG,178.58,17222,714,23
2026-07-17,developer_sponsorship,LATAM,147.47,8666,193,11
2026-07-17,community_events,US-East,139.75,12080,579,44
2026-07-17,community_events,US-West,154.27,15382,747,16
2026-07-17,community_events,EU-Central,143.29,13763,670,22
2026-07-17,community_events,APAC-SG,124.72,12077,188,12
2026-07-17,community_events,LATAM,88.49,8771,146,10
2026-07-17,organic_direct,US-East,45.19,3861,137,10
2026-07-17,organic_direct,US-West,53.24,3367,67,1
2026-07-17,organic_direct,EU-Central,38.43,2129,21,0
2026-07-17,organic_direct,APAC-SG,45.58,4487,203,10
2026-07-17,organic_direct,LATAM,32.45,2508,35,1
2026-07-18,paid_search,US-East,731.06,60347,2262,67
2026-07-18,paid_search,US-West,409.32,37775,823,32
2026-07-18,paid_search,EU-Central,571.95,30719,516,21
2026-07-18,paid_search,APAC-SG,455.68,35247,1618,41
2026-07-18,paid_search,LATAM,369.75,29832,874,19
2026-07-18,paid_social,US-East,455.57,26536,1209,35
2026-07-18,paid_social,US-West,251.05,15132,266,16
2026-07-18,paid_social,EU-Central,305.97,26466,545,20
2026-07-18,paid_social,APAC-SG,202.21,10612,348,24
2026-07-18,paid_social,LATAM,166.35,11318,306,11
2026-07-18,developer_sponsorship,US-East,263.33,21069,378,8
2026-07-18,developer_sponsorship,US-West,176.55,11403,151,10
2026-07-18,developer_sponsorship,EU-Central,159.3,11130,329,19
2026-07-18,developer_sponsorship,APAC-SG,120.75,9322,162,11
2026-07-18,developer_sponsorship,LATAM,129.03,9327,191,9
2026-07-18,community_events,US-East,150.43,9541,118,7
2026-07-18,community_events,US-West,181.58,9857,234,12
2026-07-18,community_events,EU-Central,173.13,13761,442,31
2026-07-18,community_events,APAC-SG,142.93,10138,318,22
2026-07-18,community_events,LATAM,103.41,9729,282,6
2026-07-18,organic_direct,US-East,74.5,6385,192,14
2026-07-18,organic_direct,US-West,64.91,5444,189,5
2026-07-18,organic_direct,EU-Central,51.94,3045,150,11
2026-07-18,organic_direct,APAC-SG,47.4,2669,71,5
2026-07-18,organic_direct,LATAM,33.64,3359,117,8
2026-07-19,paid_search,US-East,512.84,48996,2281,54
2026-07-19,paid_search,US-West,513.07,35847,826,30
2026-07-19,paid_search,EU-Central,438.7,41094,1703,97
2026-07-19,paid_search,APAC-SG,405.41,28775,764,22
2026-07-19,paid_search,LATAM,368.47,32395,1541,116
2026-07-19,paid_social,US-East,373.54,20563,440,22
2026-07-19,paid_social,US-West,299.09,21099,534,26
2026-07-19,paid_social,EU-Central,287.65,14921,313,8
2026-07-19,paid_social,APAC-SG,255.65,21649,250,18
2026-07-19,paid_social,LATAM,188.77,11680,465,34
2026-07-19,developer_sponsorship,US-East,297.17,15159,647,24
2026-07-19,developer_sponsorship,US-West,191.01,14245,539,13
2026-07-19,developer_sponsorship,EU-Central,219.84,12469,610,28
2026-07-19,developer_sponsorship,APAC-SG,191.28,12140,323,18
2026-07-19,developer_sponsorship,LATAM,113.79,6892,296,19
2026-07-19,community_events,US-East,208.03,19421,832,42
2026-07-19,community_events,US-West,131.24,8603,260,7
2026-07-19,community_events,EU-Central,163.45,15358,171,5
2026-07-19,community_events,APAC-SG,143.97,13223,264,12
2026-07-19,community_events,LATAM,131.34,11194,234,16
2026-07-19,organic_direct,US-East,60.18,4920,73,1
2026-07-19,organic_direct,US-West,50.79,4048,69,4
2026-07-19,organic_direct,EU-Central,47.35,3195,52,3
2026-07-19,organic_direct,APAC-SG,45.98,3882,83,3
2026-07-19,organic_direct,LATAM,27.92,2194,106,7
2026-07-20,paid_search,US-East,653.06,54781,1137,50
2026-07-20,paid_search,US-West,391.62,34860,1418,29
2026-07-20,paid_search,EU-Central,561.11,46217,1573,32
2026-07-20,paid_search,APAC-SG,340.57,30737,682,53
2026-07-20,paid_search,LATAM,379.98,27050,677,27
2026-07-20,paid_social,US-East,306.43,22472,833,57
2026-07-20,paid_social,US-West,309.64,17065,519,31
2026-07-20,paid_social,EU-Central,325.61,22373,803,45
2026-07-20,paid_social,APAC-SG,210.98,11689,146,11
2026-07-20,paid_social,LATAM,227.71,21194,433,27
2026-07-20,developer_sponsorship,US-East,296.5,19254,308,20
2026-07-20,developer_sponsorship,US-West,272.76,24622,1036,58
2026-07-20,developer_sponsorship,EU-Central,197.34,16584,644,38
2026-07-20,developer_sponsorship,APAC-SG,207.76,13082,349,15
2026-07-20,developer_sponsorship,LATAM,100.97,8623,283,8
2026-07-20,community_events,US-East,204.47,12496,392,26
2026-07-20,community_events,US-West,205.25,17157,519,36
2026-07-20,community_events,EU-Central,162.59,15254,263,6
2026-07-20,community_events,APAC-SG,93.21,5865,248,16
2026-07-20,community_events,LATAM,85.03,7141,167,4
2026-07-20,organic_direct,US-East,54.79,4778,106,7
2026-07-20,organic_direct,US-West,49.43,3115,67,4
2026-07-20,organic_direct,EU-Central,44.2,4124,137,10
2026-07-20,organic_direct,APAC-SG,29.71,2806,84,6
2026-07-20,organic_direct,LATAM,32.52,2111,25,1
2026-07-21,paid_search,US-East,469.45,28173,742,40
2026-07-21,paid_search,US-West,684.18,49862,1129,71
2026-07-21,paid_search,EU-Central,525.31,39072,1376,42
2026-07-21,paid_search,APAC-SG,432.28,21715,454,29
2026-07-21,paid_search,LATAM,280.41,24738,731,48
2026-07-21,paid_social,US-East,271.02,21877,773,34
2026-07-21,paid_social,US-West,422.13,29196,336,10
2026-07-21,paid_social,EU-Central,249.44,12647,289,20
2026-07-21,paid_social,APAC-SG,195.44,16385,574,20
2026-07-21,paid_social,LATAM,234.38,15754,238,10
2026-07-21,developer_sponsorship,US-East,252.77,14749,633,23
2026-07-21,developer_sponsorship,US-West,192.39,16620,562,22
2026-07-21,developer_sponsorship,EU-Central,221.9,22139,524,38
2026-07-21,developer_sponsorship,APAC-SG,146.49,8704,417,31
2026-07-21,developer_sponsorship,LATAM,131.88,8100,316,8
2026-07-21,community_events,US-East,205.28,16316,273,11
2026-07-21,community_events,US-West,179.9,9331,420,14
2026-07-21,community_events,EU-Central,137.81,7225,359,21
2026-07-21,community_events,APAC-SG,131.06,6682,251,11
2026-07-21,community_events,LATAM,97.46,7539,218,6
2026-07-21,organic_direct,US-East,67.03,5463,120,7
2026-07-21,organic_direct,US-West,60.36,3832,131,3
2026-07-21,organic_direct,EU-Central,53.93,2979,115,3
2026-07-21,organic_direct,APAC-SG,30.74,1700,30,0
2026-07-21,organic_direct,LATAM,30.02,2286,41,2
2026-07-22,paid_search,US-East,526.33,27353,816,26
2026-07-22,paid_search,US-West,692.93,46100,466,28
2026-07-22,paid_search,EU-Central,559.86,51373,1888,54
2026-07-22,paid_search,APAC-SG,301.62,22798,887,23
2026-07-22,paid_search,LATAM,298.74,18389,911,34
2026-07-22,paid_social,US-East,352.28,19372,329,7
2026-07-22,paid_social,US-West,288.53,25990,584,37
2026-07-22,paid_social,EU-Central,204.39,17967,212,15
2026-07-22,paid_social,APAC-SG,263.52,15422,374,17
2026-07-22,paid_social,LATAM,225.35,21165,290,19
2026-07-22,developer_sponsorship,US-East,194.33,13610,659,23
2026-07-22,developer_sponsorship,US-West,204.91,18961,796,46
2026-07-22,developer_sponsorship,EU-Central,212.07,11802,446,10
2026-07-22,developer_sponsorship,APAC-SG,202.48,11737,312,17
2026-07-22,developer_sponsorship,LATAM,165.39,13879,239,10
2026-07-22,community_events,US-East,164.73,8473,316,22
2026-07-22,community_events,US-West,211.87,11977,560,14
2026-07-22,community_events,EU-Central,127.81,6684,136,5
2026-07-22,community_events,APAC-SG,134.73,11303,460,25
2026-07-22,community_events,LATAM,109.1,10789,396,15
2026-07-22,organic_direct,US-East,60.83,5172,71,4
2026-07-22,organic_direct,US-West,46.7,3142,116,4
2026-07-22,organic_direct,EU-Central,54.15,4219,208,4
2026-07-22,organic_direct,APAC-SG,43.44,2512,110,7
2026-07-22,organic_direct,LATAM,42.76,2298,68,2
2026-07-23,paid_search,US-East,769.25,40399,763,44
2026-07-23,paid_search,US-West,518.08,31991,907,61
2026-07-23,paid_search,EU-Central,435.99,40472,1128,30
2026-07-23,paid_search,APAC-SG,399.37,33015,465,20
2026-07-23,paid_search,LATAM,362.0,18103,246,13
2026-07-23,paid_social,US-East,385.72,25160,763,24
2026-07-23,paid_social,US-West,363.95,35491,870,20
2026-07-23,paid_social,EU-Central,225.11,16370,530,30
2026-07-23,paid_social,APAC-SG,236.13,19565,755,20
2026-07-23,paid_social,LATAM,242.67,14824,350,24
2026-07-23,developer_sponsorship,US-East,306.88,19824,612,38
2026-07-23,developer_sponsorship,US-West,160.04,9315,145,9
2026-07-23,developer_sponsorship,EU-Central,203.93,11287,388,12
2026-07-23,developer_sponsorship,APAC-SG,201.3,14019,396,26
2026-07-23,developer_sponsorship,LATAM,158.21,8762,232,17
2026-07-23,community_events,US-East,216.45,17194,702,33
2026-07-23,community_events,US-West,180.69,17673,271,13
2026-07-23,community_events,EU-Central,137.46,7206,341,23
2026-07-23,community_events,APAC-SG,118.77,8957,419,12
2026-07-23,community_events,LATAM,109.95,9513,143,6
2026-07-23,organic_direct,US-East,63.62,5988,180,7
2026-07-23,organic_direct,US-West,70.82,6784,274,9
2026-07-23,organic_direct,EU-Central,57.52,5667,159,4
2026-07-23,organic_direct,APAC-SG,37.91,3222,128,4
2026-07-23,organic_direct,LATAM,39.23,3649,140,10
2026-07-24,paid_search,US-East,647.73,38892,1359,50
2026-07-24,paid_search,US-West,498.95,41721,2054,121
2026-07-24,paid_search,EU-Central,573.75,43142,1629,64
2026-07-24,paid_search,APAC-SG,307.7,20804,607,32
2026-07-24,paid_search,LATAM,385.1,27293,1089,76
2026-07-24,paid_social,US-East,313.76,28980,1226,62
2026-07-24,paid_social,US-West,236.0,13514,497,15
2026-07-24,paid_social,EU-Central,310.53,18025,386,13
2026-07-24,paid_social,APAC-SG,288.87,24418,532,34
2026-07-24,paid_social,LATAM,151.07,13702,193,13
2026-07-24,developer_sponsorship,US-East,274.49,25594,1015,54
2026-07-24,developer_sponsorship,US-West,185.36,16536,693,25
2026-07-24,developer_sponsorship,EU-Central,197.77,19050,485,37
2026-07-24,developer_sponsorship,APAC-SG,205.68,13499,433,8
2026-07-24,developer_sponsorship,LATAM,119.11,9651,397,28
2026-07-24,community_events,US-East,215.64,20609,786,46
2026-07-24,community_events,US-West,190.26,14712,502,33
2026-07-24,community_events,EU-Central,172.61,11169,190,11
2026-07-24,community_events,APAC-SG,97.46,5719,174,7
2026-07-24,community_events,LATAM,100.5,7821,118,6
2026-07-24,organic_direct,US-East,51.18,3404,130,3
2026-07-24,organic_direct,US-West,43.57,2881,34,2
2026-07-24,organic_direct,EU-Central,48.12,3998,118,6
2026-07-24,organic_direct,APAC-SG,36.59,3263,74,2
2026-07-24,organic_direct,LATAM,28.36,1514,45,2
2026-07-25,paid_search,US-East,613.33,33486,631,20
2026-07-25,paid_search,US-West,494.52,33647,630,41
2026-07-25,paid_search,EU-Central,458.23,45745,1964,154
2026-07-25,paid_search,APAC-SG,282.11,23541,655,48
2026-07-25,paid_search,LATAM,373.88,30305,1465,89
2026-07-25,paid_social,US-East,321.32,30781,1471,63
2026-07-25,paid_social,US-West,337.97,21677,1006,69
2026-07-25,paid_social,EU-Central,249.74,22511,626,14
2026-07-25,paid_social,APAC-SG,297.35,17729,541,41
2026-07-25,paid_social,LATAM,168.09,16441,518,10
2026-07-25,developer_sponsorship,US-East,177.43,14818,606,43
2026-07-25,developer_sponsorship,US-West,210.0,11591,365,22
2026-07-25,developer_sponsorship,EU-Central,231.43,20541,736,56
2026-07-25,developer_sponsorship,APAC-SG,183.7,10597,300,11
2026-07-25,developer_sponsorship,LATAM,105.35,5553,231,12
2026-07-25,community_events,US-East,188.1,11546,234,10
2026-07-25,community_events,US-West,177.89,12746,136,8
2026-07-25,community_events,EU-Central,137.82,11311,392,25
2026-07-25,community_events,APAC-SG,126.16,10729,138,10
2026-07-25,community_events,LATAM,80.19,7164,157,3
2026-07-25,organic_direct,US-East,69.55,4999,128,7
2026-07-25,organic_direct,US-West,54.14,4151,64,2
2026-07-25,organic_direct,EU-Central,53.03,4098,198,5
2026-07-25,organic_direct,APAC-SG,44.25,4235,177,11
2026-07-25,organic_direct,LATAM,32.34,3152,101,5
2026-07-26,paid_search,US-East,464.36,23334,790,41
2026-07-26,paid_search,US-West,697.5,45501,1816,134
2026-07-26,paid_search,EU-Central,407.84,28806,1032,52
2026-07-26,paid_search,APAC-SG,318.63,19448,843,26
2026-07-26,paid_search,LATAM,283.09,25473,1123,79
2026-07-26,paid_social,US-East,453.39,45210,1286,68
2026-07-26,paid_social,US-West,288.55,15399,214,13
